"churn_status"	"session_length_seconds"	"session_count"	"event_count"	"closed_session_event_count"	"open_session_event_count"	"quest_completed_event_count"	"store_purchase_event_count"	"active_days"
"6446"	"Stayed"	73927	125	1314	225	222	194	3	24
"6447"	"Stayed"	16479	8	305	36	35	99	0	5
"6448"	"Churned"	12890	24	205	46	45	5	0	13
"6449"	"Stayed"	17019	92	657	107	106	141	2	25
"6450"	"Churned"	21742	30	507	55	55	55	1	10
"6451"	"Churned"	636	8	34	9	9	0	0	7
"6452"	"Churned"	819	2	22	6	6	0	0	2
"6453"	"Stayed"	18702	112	564	125	125	42	2	46
"6454"	"Stayed"	10690	15	322	24	23	24	0	10
"6455"	"Churned"	589	3	17	5	5	0	0	1
"6456"	"Stayed"	6708	88	340	96	96	0	2	41
"6457"	"Stayed"	83615	50	1414	131	128	538	1	8
"6458"	"Churned"	6846	13	123	25	25	15	1	9
"6459"	"Churned"	9636	17	208	34	34	16	0	6
"6460"	"Stayed"	65772	265	1727	364	365	253	54	55
"6461"	"Stayed"	27603	239	1009	249	249	9	0	55
"6462"	"Churned"	24130	20	433	43	43	62	0	7
"6463"	"Churned"	884	4	30	8	8	2	0	3
"6464"	"Churned"	1273	2	32	5	5	3	0	2
"6465"	"Churned"	290	1	8	3	3	0	0	1
"6466"	"Churned"	188553	256	3821	574	573	1118	14	29
"6467"	"Churned"	515	1	16	2	2	1	0	1
"6468"	"Stayed"	11014	31	275	45	43	31	0	14
"6469"	"Stayed"	2355	6	36	8	8	1	0	5
"6470"	"Stayed"	62664	69	1628	96	97	1024	4	8
"6471"	"Churned"	5248	9	87	21	18	13	0	7
"6472"	"Stayed"	135750	100	4197	223	225	2879	12	16
"6473"	"Churned"	1606	1	29	5	5	4	0	1
"6474"	"Stayed"	444	5	22	5	5	1	0	5
"6475"	"Stayed"	24563	184	886	205	205	33	6	55
"6476"	"Churned"	2198	8	93	11	11	4	0	3
"6477"	"Churned"	345	2	11	3	3	0	0	2
"6478"	"Churned"	20149	29	315	58	58	23	0	13
"6479"	"Stayed"	234466	325	3801	496	495	1736	8	54
"6480"	"Churned"	7767	29	229	42	42	25	1	11
"6481"	"Stayed"	149052	299	1958	539	538	171	6	54
"6482"	"Stayed"	17308	22	297	32	32	132	0	16
"6483"	"Stayed"	1659	1	31	2	2	5	0	1
"6484"	"Stayed"	97	2	8	2	2	0	0	2
"6485"	"Stayed"	30258	263	1153	281	283	83	14	54
"6486"	"Churned"	1163	3	28	6	6	0	0	3
"6487"	"Stayed"	1671	1	86	3	3	12	1	1
"6488"	"Stayed"	4175	1	68	3	3	16	0	1
"6489"	"Churned"	274	1	7	2	2	0	0	1
"6490"	"Churned"	2582	16	109	27	27	9	3	14
"6491"	"Churned"	20311	65	766	96	94	148	1	21
"6492"	"Stayed"	9282	38	320	49	49	34	0	19
"6493"	"Churned"	29	1	6	2	2	0	0	1
"6494"	"Churned"	25489	40	396	76	74	80	3	14
"6495"	"Churned"	55846	77	1471	142	135	295	3	18
"6496"	"Stayed"	13483	34	490	48	49	19	4	15
"6497"	"Stayed"	130030	144	1930	329	329	476	13	20
"6498"	"Stayed"	131901	249	2499	445	446	328	6	46
"6499"	"Churned"	84542	86	1413	241	229	278	4	22
"6500"	"Churned"	227	1	5	2	1	0	0	1
"6501"	"Churned"	242	1	5	1	1	0	0	1
"6502"	"Stayed"	13858	19	208	34	34	16	0	9
"6503"	"Stayed"	63739	63	1514	85	83	993	1	15
"6504"	"Stayed"	108411	179	3828	439	439	285	129	37
"6505"	"Stayed"	29055	47	866	100	100	160	4	21
"6506"	"Stayed"	78892	165	1826	222	221	743	8	36
"6507"	"Churned"	466	2	43	3	3	1	0	2
"6508"	"Stayed"	1182	10	50	14	14	0	0	8
"6509"	"Stayed"	17999	26	369	41	39	15	0	14
"6510"	"Stayed"	156255	34	2779	126	129	1801	6	5
"6511"	"Stayed"	58134	459	1776	500	500	40	17	55
"6512"	"Stayed"	3054	6	121	18	16	9	0	3
"6513"	"Churned"	13467	27	274	61	61	23	0	7
"6514"	"Stayed"	36938	39	781	191	189	44	3	14
"6515"	"Stayed"	80313	104	1969	163	160	1175	8	37
"6516"	"Churned"	6419	18	194	26	26	30	1	5
"6517"	"Stayed"	101734	286	2258	435	434	472	0	49
"6518"	"Churned"	3258	5	98	8	7	9	0	3
"6519"	"Churned"	1215	2	51	4	4	11	0	1
"6520"	"Churned"	2752	2	68	5	5	21	0	2
"6521"	"Stayed"	18372	71	565	88	88	61	10	27
"6522"	"Churned"	3747	8	89	12	12	6	0	3
"6523"	"Churned"	2339	3	96	19	18	7	0	2
"6524"	"Churned"	661	3	16	5	5	0	0	2
"6525"	"Stayed"	32102	84	654	129	126	38	0	19
"6526"	"Stayed"	38144	96	927	160	167	105	10	23
"6527"	"Churned"	35438	77	835	109	105	133	1	24
"6528"	"Stayed"	13412	27	238	45	45	17	0	17
"6529"	"Churned"	31362	65	843	84	84	99	2	19
"6530"	"Stayed"	5055	4	69	14	14	9	0	3
"6531"	"Churned"	369	1	17	2	2	2	0	1
"6532"	"Churned"	17039	54	369	63	63	62	4	17
"6533"	"Stayed"	36739	119	895	160	160	194	2	29
"6534"	"Stayed"	33678	57	720	103	101	312	0	31
"6535"	"Churned"	5683	6	102	16	16	9	0	5
"6536"	"Churned"	3499	8	116	9	9	9	1	5
"6537"	"Stayed"	28374	96	723	118	116	244	15	44
"6538"	"Stayed"	76288	160	1367	202	199	488	18	49
"6539"	"Stayed"	3929	3	124	7	7	14	0	3
"6540"	"Stayed"	4711	27	166	45	44	9	2	16
"6541"	"Churned"	1762	4	36	5	5	3	0	2
"6542"	"Churned"	2630	7	89	11	10	5	0	4
"6543"	"Churned"	1914	1	90	3	3	7	0	1
"6544"	"Stayed"	7267	9	167	15	15	21	0	6
"6545"	"Stayed"	18907	11	467	30	31	270	0	5
"6546"	"Stayed"	142616	161	2440	290	286	437	2	44
"6547"	"Stayed"	79604	86	2488	160	160	540	2	24
"6548"	"Churned"	38512	35	918	64	64	343	18	9
"6549"	"Stayed"	24717	46	554	84	86	49	2	15
"6550"	"Churned"	78208	151	1519	224	230	299	9	27
"6551"	"Stayed"	21780	61	379	86	83	20	5	28
"6552"	"Stayed"	301141	279	7351	375	367	4969	57	55
"6553"	"Stayed"	16561	50	241	66	65	11	0	17
"6554"	"Stayed"	39151	51	425	90	87	18	0	22
"6555"	"Stayed"	7461	11	114	21	20	13	0	7
"6556"	"Churned"	4008	5	100	9	9	17	1	2
"6557"	"Churned"	2249	2	37	8	8	1	0	1
"6558"	"Churned"	802	1	33	2	2	7	0	1
"6559"	"Stayed"	60126	128	1118	184	182	304	1	19
"6560"	"Churned"	6307	7	104	25	25	11	0	3
"6561"	"Stayed"	2861	4	65	9	9	12	0	3
"6562"	"Churned"	25076	28	431	87	88	112	1	8
"6563"	"Stayed"	51447	112	1453	180	179	101	1	21
"6564"	"Stayed"	507555	459	4488	1085	1068	258	25	40
"6565"	"Churned"	51003	37	584	147	144	6	1	11
"6566"	"Stayed"	5370	7	249	17	17	17	0	2
"6567"	"Churned"	733	2	28	5	5	1	0	1
"6568"	"Churned"	3323	11	96	16	16	12	0	3
"6569"	"Churned"	3946	4	112	11	11	14	0	3
"6570"	"Stayed"	574	3	17	5	5	0	0	2
"6571"	"Churned"	2096	1	82	2	2	10	0	1
"6572"	"Churned"	1303	3	18	3	3	4	0	2
"6573"	"Churned"	4	1	5	1	1	0	0	1
"6574"	"Stayed"	766	1	37	2	2	6	0	1
"6575"	"Churned"	576	5	21	7	7	0	0	2
"6576"	"Churned"	874	4	44	8	8	2	0	3
"6577"	"Stayed"	43980	111	830	175	175	88	4	39
"6578"	"Churned"	134	1	6	2	2	0	0	1
"6579"	"Churned"	2429	5	50	7	7	7	0	1
"6580"	"Stayed"	4970	15	108	29	27	3	0	7
"6581"	"Churned"	29	1	4	1	1	0	0	1
"6582"	"Stayed"	12375	36	341	50	51	106	1	14
"6583"	"Churned"	2021	2	80	5	5	9	0	1
"6584"	"Stayed"	133249	272	2887	647	641	279	31	54
"6585"	"Churned"	4886	3	81	5	5	8	0	1
"6586"	"Churned"	9502	22	242	30	29	29	0	10
"6587"	"Churned"	6050	13	209	20	20	20	0	3
"6588"	"Stayed"	28971	87	678	97	96	88	3	32
"6589"	"Churned"	3	1	4	1	1	0	0	1
"6590"	"Stayed"	6828	23	129	26	25	22	1	17
"6591"	"Churned"	907	3	43	4	4	3	0	2
"6592"	"Stayed"	39389	215	1202	265	265	153	5	53
"6593"	"Stayed"	41144	56	499	84	79	46	9	30
"6594"	"Churned"	4972	11	189	18	18	17	0	5
"6595"	"Stayed"	39305	118	760	181	178	5	5	38
"6596"	"Stayed"	79966	115	1620	159	157	614	1	25
"6597"	"Stayed"	1151	6	44	7	7	4	0	6
"6598"	"Stayed"	100489	184	1632	289	289	128	3	28
"6599"	"Churned"	68511	88	1110	164	163	363	2	18
"6600"	"Stayed"	3787	9	158	11	11	15	0	6
"6601"	"Churned"	4957	16	136	26	26	16	1	7
"6602"	"Stayed"	69662	136	1122	185	183	302	3	40
"6603"	"Stayed"	25755	119	672	133	132	62	7	27
"6604"	"Churned"	992	3	41	5	5	5	0	2
"6605"	"Churned"	676	6	51	9	9	2	0	4
"6606"	"Stayed"	145193	187	1571	303	298	110	9	27
"6607"	"Churned"	53654	49	1189	131	129	327	6	11
"6608"	"Stayed"	62522	206	1000	246	242	53	10	41
"6609"	"Churned"	32201	29	671	87	86	183	5	9
"6610"	"Churned"	1188	2	43	4	4	12	0	2
"6611"	"Stayed"	3839	3	124	7	7	52	0	3
"6612"	"Stayed"	2728	3	35	6	6	5	0	1
"6613"	"Stayed"	89228	177	1782	247	243	702	7	42
"6614"	"Stayed"	205234	233	4361	558	554	2112	4	34
"6615"	"Stayed"	31719	21	343	45	45	27	2	4
"6616"	"Stayed"	13356	20	168	32	32	30	0	12
"6617"	"Stayed"	16366	22	386	34	31	19	1	8
"6618"	"Churned"	453	1	9	2	2	1	0	1
"6619"	"Churned"	67	3	17	4	4	0	0	3
"6620"	"Stayed"	59263	82	1257	164	155	273	3	30
"6621"	"Churned"	264	5	27	7	7	0	0	4
"6622"	"Stayed"	31089	54	517	75	75	52	2	20
"6623"	"Churned"	6143	10	226	27	27	38	0	6
"6624"	"Stayed"	6457	17	213	24	23	26	0	9
"6625"	"Churned"	31	1	4	1	1	0	0	1
"6626"	"Stayed"	28890	82	545	128	129	18	8	41
"6627"	"Stayed"	77101	148	2018	241	239	281	35	32
"6628"	"Churned"	10	1	4	1	1	0	0	1
"6629"	"Churned"	10	1	4	1	1	0	0	1
"6630"	"Churned"	33408	62	656	145	146	81	6	18
"6631"	"Stayed"	65034	147	810	205	203	45	7	48
"6632"	"Stayed"	33735	78	482	110	107	24	19	44
"6633"	"Churned"	3431	1	87	5	4	12	0	1
"6634"	"Stayed"	56597	202	1835	227	226	676	8	51
"6635"	"Churned"	187	1	7	2	2	0	0	1
"6636"	"Churned"	456	1	8	2	2	0	0	1
"6637"	"Stayed"	4042	40	181	43	43	33	0	16
"6638"	"Churned"	528	2	28	7	7	2	0	2
"6639"	"Stayed"	13629	30	180	34	35	19	2	13
"6640"	"Churned"	1372	2	16	5	4	0	0	1
"6641"	"Stayed"	27311	72	758	97	97	92	2	13
"6642"	"Stayed"	11821	7	145	21	21	12	0	1
"6643"	"Stayed"	13511	62	307	71	71	15	22	32
"6644"	"Churned"	5881	16	149	24	24	22	1	5
"6645"	"Churned"	33409	77	634	107	105	100	16	29
"6646"	"Churned"	9855	5	186	20	19	34	0	2
"6647"	"Stayed"	17232	23	212	38	39	20	0	8
"6648"	"Stayed"	83873	105	1611	221	212	544	0	38
"6649"	"Stayed"	29745	107	728	157	160	72	0	47
"6650"	"Churned"	376	2	11	4	3	0	0	2
"6651"	"Stayed"	12159	25	273	31	30	110	1	18
"6652"	"Stayed"	7100	22	189	29	29	31	1	7
"6653"	"Stayed"	60970	100	867	133	133	247	3	20
"6654"	"Churned"	2637	4	105	9	9	8	0	3
"6655"	"Stayed"	396422	411	8357	792	789	4391	8	54
"6656"	"Churned"	255	1	6	2	2	0	0	1
"6657"	"Churned"	6345	4	70	12	11	16	0	4
"6658"	"Churned"	1164	4	46	5	5	8	0	3
"6659"	"Stayed"	8024	62	279	68	68	7	2	31
"6660"	"Churned"	1907	10	43	10	9	5	0	7
"6661"	"Churned"	346	3	28	6	6	1	0	3
"6662"	"Churned"	21	2	8	2	2	0	0	2
"6663"	"Stayed"	86382	486	2697	555	547	514	2	55
"6664"	"Churned"	5532	8	151	15	15	16	1	3
"6665"	"Stayed"	159	1	6	2	2	0	0	1
"6666"	"Stayed"	357	3	23	4	4	1	0	2
"6667"	"Stayed"	33950	139	845	153	152	236	14	52
"6668"	"Churned"	222	1	8	2	2	0	0	1
"6669"	"Stayed"	30942	95	598	108	108	143	6	34
"6670"	"Churned"	9626	18	197	40	37	19	1	7
"6671"	"Churned"	3600	3	113	13	13	16	0	3
"6672"	"Stayed"	2256	4	27	8	8	0	0	2
"6673"	"Churned"	7672	39	212	44	43	4	1	19
"6674"	"Churned"	21188	20	434	102	103	17	1	7
"6675"	"Stayed"	10583	14	204	19	19	24	0	5
"6676"	"Churned"	55	1	4	1	1	0	0	1
"6677"	"Churned"	755	2	18	4	4	0	0	1
"6678"	"Stayed"	23912	7	658	34	33	439	1	1
"6679"	"Stayed"	16208	62	494	78	79	61	2	24
"6680"	"Churned"	8864	36	202	40	39	12	2	24
"6681"	"Churned"	30049	37	789	52	51	230	3	18
"6682"	"Stayed"	7260	5	132	13	12	10	0	4
"6683"	"Churned"	43491	51	991	101	100	180	3	8
"6684"	"Stayed"	20601	24	284	57	56	36	2	5
"6685"	"Stayed"	464	6	23	7	6	0	0	4
"6686"	"Stayed"	64874	99	1364	148	141	591	15	44
"6687"	"Churned"	276	1	10	3	3	0	0	1
"6688"	"Stayed"	25	1	4	1	1	0	0	1
"6689"	"Churned"	62961	76	1196	181	180	257	0	18
"6690"	"Stayed"	45057	112	1143	222	244	133	55	31
"6691"	"Stayed"	81040	211	1703	290	289	311	10	39
"6692"	"Churned"	916	1	17	1	1	2	0	1
"6693"	"Stayed"	26014	152	833	189	190	122	9	21
"6694"	"Stayed"	24302	86	686	121	124	75	1	14
"6695"	"Churned"	30	2	8	2	2	0	0	1
"6696"	"Stayed"	45459	167	1158	184	185	278	4	52
"6697"	"Churned"	89884	152	1378	240	238	152	6	12
"6698"	"Churned"	2814	6	59	10	10	9	0	2
"6699"	"Churned"	15	1	4	1	1	0	0	1
"6700"	"Churned"	6374	6	84	18	18	4	0	4
"6701"	"Churned"	220	1	6	2	2	0	0	1
"6702"	"Stayed"	17805	21	303	61	60	26	0	10
"6703"	"Churned"	8397	14	139	28	28	7	0	7
"6704"	"Churned"	19	3	12	3	3	0	0	3
"6705"	"Stayed"	32592	65	444	76	74	52	4	27
"6706"	"Stayed"	338882	71	3417	488	484	1711	10	9
"6707"	"Stayed"	53324	71	1101	140	142	144	8	15
"6708"	"Churned"	24965	77	503	119	116	48	0	25
"6709"	"Stayed"	6977	73	318	80	80	0	0	49
"6710"	"Churned"	2498	4	61	13	12	4	0	4
"6711"	"Stayed"	172087	193	3276	415	404	1343	11	22
"6712"	"Churned"	11813	26	304	44	46	59	0	13
"6713"	"Stayed"	1666	3	50	4	4	5	0	2
"6714"	"Stayed"	9396	13	287	32	27	21	1	8
"6715"	"Stayed"	69940	154	1809	192	196	614	4	33
"6716"	"Churned"	1044	4	24	5	5	1	0	4
"6717"	"Stayed"	573	4	18	5	5	0	0	2
"6718"	"Churned"	18097	46	681	61	57	88	0	23
"6719"	"Stayed"	4047	12	57	12	14	2	0	6
"6720"	"Churned"	4993	6	138	15	15	16	0	4
"6721"	"Churned"	2253	13	69	15	15	6	0	10
"6722"	"Stayed"	20301	79	763	106	107	76	4	14
"6723"	"Stayed"	22748	28	590	77	75	63	0	12
"6724"	"Churned"	7578	5	86	12	12	14	0	4
"6725"	"Churned"	425	5	21	5	5	0	0	4
"6726"	"Churned"	137	1	7	2	2	0	0	1
"6727"	"Stayed"	19212	96	518	123	123	0	1	31
"6728"	"Stayed"	134795	223	2966	444	435	483	73	51
"6729"	"Churned"	1231	3	46	6	6	3	0	3
"6730"	"Churned"	20440	38	366	56	55	37	3	11
"6731"	"Churned"	247	1	13	2	2	0	0	1
"6732"	"Churned"	5142	10	106	15	15	13	0	5
"6733"	"Churned"	558	1	23	4	4	4	0	1
"6734"	"Churned"	5	1	4	1	1	0	0	1
"6735"	"Churned"	879	1	20	2	2	2	0	1
"6736"	"Stayed"	45419	224	1166	305	305	56	1	48
"6737"	"Churned"	21754	23	296	39	39	83	0	10
"6738"	"Stayed"	11540	26	263	35	34	31	0	11
"6739"	"Churned"	2052	4	57	11	11	8	0	2
"6740"	"Stayed"	1522	2	44	5	4	3	0	1
"6741"	"Churned"	716	1	19	1	1	7	0	1
"6742"	"Stayed"	212676	558	3345	805	794	174	65	52
"6743"	"Churned"	1132	1	42	3	4	6	0	1
"6744"	"Stayed"	16439	47	368	68	67	47	7	27
"6745"	"Churned"	15198	29	302	45	45	24	0	11
"6746"	"Churned"	4172	11	75	14	14	15	0	8
"6747"	"Churned"	743	4	23	7	7	0	0	4
"6748"	"Stayed"	28776	52	528	84	84	63	2	7
"6749"	"Stayed"	16745	25	528	37	37	45	1	5
"6750"	"Churned"	41	2	11	3	3	0	0	1
"6751"	"Churned"	1178	2	72	1	1	1	0	2
"6752"	"Churned"	18	2	9	2	2	0	0	2
"6753"	"Churned"	873	3	29	4	4	1	0	2
"6754"	"Stayed"	7477	45	216	51	50	7	0	22
"6755"	"Churned"	197	1	7	1	1	1	0	1
"6756"	"Churned"	349	2	13	4	4	0	0	1
"6757"	"Churned"	6631	1	115	21	21	7	10	1
"6758"	"Churned"	10349	29	201	42	42	22	1	11
"6759"	"Churned"	76	3	14	4	4	0	0	3
"6760"	"Stayed"	55675	125	1441	174	175	330	4	39
"6761"	"Churned"	18093	37	425	49	46	29	1	19
"6762"	"Stayed"	2398	9	90	12	10	12	0	5
"6763"	"Churned"	25210	28	790	90	90	170	5	13
"6764"	"Stayed"	111908	171	2434	207	208	1159	10	37
"6765"	"Churned"	5699	10	165	14	14	26	0	7
"6766"	"Stayed"	60962	96	1081	175	176	58	8	9
"6767"	"Churned"	6942	14	199	30	30	15	0	5
"6768"	"Stayed"	6128	16	149	21	20	24	1	10
"6769"	"Stayed"	44	1	4	1	1	0	0	1
"6770"	"Stayed"	71561	64	1168	203	203	117	3	19
"6771"	"Stayed"	5015	4	67	11	10	5	0	2
"6772"	"Churned"	6097	10	80	18	18	0	0	8
"6773"	"Churned"	2019	10	78	20	20	4	1	7
"6774"	"Stayed"	109430	148	1391	274	274	192	16	27
"6775"	"Churned"	16967	62	433	86	83	23	2	28
"6776"	"Stayed"	6123	21	160	36	36	14	0	15
"6777"	"Stayed"	82301	370	2047	506	503	379	15	55
"6778"	"Stayed"	18350	15	311	39	38	17	0	7
"6779"	"Stayed"	23865	101	765	110	111	65	5	41
"6780"	"Churned"	40507	100	860	163	163	66	2	32
"6781"	"Stayed"	66552	264	1752	361	362	443	21	52
"6782"	"Churned"	3099	3	65	6	6	8	0	2
"6783"	"Stayed"	68824	74	1652	160	167	279	19	13
"6784"	"Churned"	4794	15	79	16	16	1	0	14
"6785"	"Churned"	1607	4	43	6	6	4	1	3
"6786"	"Churned"	3007	7	89	8	8	13	2	6
"6787"	"Churned"	209	1	5	2	1	0	0	1
"6788"	"Stayed"	19199	40	573	54	51	77	1	19
"6789"	"Stayed"	19911	40	490	72	70	45	0	9
"6790"	"Churned"	42	1	6	2	2	0	0	1
"6791"	"Stayed"	182845	179	4716	523	520	1849	14	36
"6792"	"Stayed"	44071	84	758	184	181	37	4	27
"6793"	"Churned"	1552	1	23	2	2	1	2	1
"6794"	"Stayed"	16411	31	655	59	58	65	0	14
"6795"	"Churned"	53318	50	826	130	128	117	2	14
"6796"	"Stayed"	21295	47	357	78	78	10	4	12
"6797"	"Churned"	4554	28	125	29	29	7	0	18
"6798"	"Stayed"	5383	33	124	34	33	3	1	6
"6799"	"Stayed"	33924	38	670	98	100	110	4	14
"6800"	"Churned"	1780	8	46	9	9	1	0	7
"6801"	"Churned"	146092	343	2703	596	593	350	6	40
"6802"	"Stayed"	9776	46	241	59	60	3	0	27
"6803"	"Churned"	19014	17	416	77	77	84	4	5
"6804"	"Stayed"	46599	267	1399	337	336	142	12	51
"6805"	"Churned"	1959	14	77	16	16	9	2	9
"6806"	"Stayed"	537	1	12	0	0	4	0	1
"6807"	"Stayed"	9259	11	169	29	27	10	0	3
"6808"	"Stayed"	10393	46	244	48	47	25	0	33
"6809"	"Churned"	3092	2	35	5	5	2	0	2
"6810"	"Stayed"	15810	82	613	96	96	237	0	41
"6811"	"Stayed"	136422	129	2530	264	265	592	5	17
"6812"	"Churned"	4660	8	121	12	12	17	1	4
"6813"	"Stayed"	192558	359	2675	781	782	101	0	53
"6814"	"Churned"	3281	19	96	31	31	0	0	10
"6815"	"Stayed"	707	1	21	3	3	3	2	1
"6816"	"Churned"	354	4	22	5	5	0	0	3
"6817"	"Churned"	272	2	16	5	5	0	0	2
"6818"	"Stayed"	45984	174	830	220	219	5	7	36
"6819"	"Churned"	5258	10	226	19	16	15	1	8
"6820"	"Churned"	185	1	10	3	3	0	0	1
"6821"	"Churned"	222	3	17	4	4	0	1	3
"6822"	"Stayed"	2719	7	68	10	9	5	0	6
"6823"	"Stayed"	13050	13	230	35	36	32	1	6
"6824"	"Stayed"	312200	207	5238	606	594	2305	19	41
"6825"	"Churned"	1403	1	46	6	5	1	17	1
"6826"	"Stayed"	2569	11	83	13	13	15	0	8
"6827"	"Stayed"	3718	20	172	38	38	3	0	12
"6828"	"Stayed"	18342	24	320	67	67	29	5	7
"6829"	"Stayed"	616183	512	10931	1717	1714	4419	243	55
"6830"	"Stayed"	17180	70	713	106	106	4	0	27
"6831"	"Churned"	1889	8	64	10	10	7	0	6
"6832"	"Stayed"	46806	112	1252	240	241	228	0	25
"6833"	"Stayed"	115202	113	2015	232	232	273	9	15
"6834"	"Churned"	6623	27	182	30	30	17	4	10
"6835"	"Churned"	24713	43	489	96	95	82	1	14
"6836"	"Stayed"	126162	353	2191	502	503	288	0	55
"6837"	"Churned"	131	1	4	1	1	0	0	1
"6838"	"Stayed"	3	1	4	1	1	0	0	1
"6839"	"Churned"	128	1	8	3	3	0	0	1
"6840"	"Churned"	38641	17	483	115	110	44	0	9
"6841"	"Stayed"	187850	426	3001	739	738	358	11	46
"6842"	"Stayed"	3426	11	81	16	16	7	0	6
"6843"	"Churned"	4446	5	86	9	9	16	0	1
"6844"	"Churned"	626	3	26	4	4	1	0	3
"6845"	"Churned"	1012	6	49	8	8	1	0	4
"6846"	"Stayed"	79417	169	2098	271	273	742	4	27
"6847"	"Churned"	452	10	56	15	15	0	0	7
"6848"	"Churned"	12	2	8	2	2	0	0	2
"6849"	"Stayed"	3374	6	92	8	8	13	0	2
"6850"	"Stayed"	1000	1	37	3	2	7	0	1
"6851"	"Stayed"	331631	324	9879	597	593	6909	3	43
"6852"	"Churned"	1375	2	37	3	3	4	0	2
"6853"	"Churned"	7939	46	239	50	50	27	0	25
"6854"	"Churned"	3718	9	118	12	12	12	1	3
"6855"	"Churned"	19368	101	655	126	126	170	7	30
"6856"	"Stayed"	53746	82	924	147	145	156	7	42
"6857"	"Stayed"	134618	386	2585	596	597	242	30	54
"6858"	"Stayed"	167564	284	3875	457	457	1750	19	37
"6859"	"Stayed"	18464	49	417	71	69	55	0	11
"6860"	"Churned"	640	3	20	4	4	2	0	3
"6861"	"Churned"	6427	20	133	23	23	9	1	11
"6862"	"Stayed"	119973	324	3487	420	422	1599	80	55
"6863"	"Stayed"	45972	265	1111	295	294	44	8	55
"6864"	"Stayed"	115216	153	1654	330	328	321	9	31
"6865"	"Stayed"	91337	68	1422	326	319	181	2	11
"6866"	"Stayed"	184377	269	3220	350	350	1261	6	55
"6867"	"Churned"	210132	260	4265	701	694	806	6	44
"6868"	"Stayed"	6830	23	157	43	42	0	2	11
"6869"	"Churned"	2512	2	35	2	2	17	0	2
"6870"	"Churned"	4389	7	104	9	9	12	0	4
"6871"	"Stayed"	29869	67	909	107	107	288	5	29
"6872"	"Churned"	12	1	6	1	1	0	0	1
"6873"	"Stayed"	11113	75	387	93	93	38	0	40
"6874"	"Churned"	721	3	31	9	9	0	0	1
"6875"	"Stayed"	352213	499	5569	918	919	1895	19	41
"6876"	"Stayed"	309331	485	3349	1062	1059	30	2	47
"6877"	"Churned"	102	1	4	1	1	0	0	1
"6878"	"Churned"	4285	6	56	10	10	13	0	3
"6879"	"Stayed"	306446	239	2696	705	706	103	24	42
"6880"	"Churned"	12326	69	415	94	93	40	0	11
"6881"	"Churned"	1111	5	29	5	4	1	0	5
"6882"	"Churned"	6020	12	76	20	20	7	1	6
"6883"	"Churned"	357	1	14	2	2	0	0	1
"6884"	"Stayed"	2201	3	62	4	4	11	0	2
"6885"	"Stayed"	273241	315	3743	575	571	1330	7	32
"6886"	"Stayed"	5899	23	181	40	40	19	2	12
"6887"	"Stayed"	17075	24	275	50	50	14	0	3
"6888"	"Stayed"	73922	105	996	164	160	45	25	14
"6889"	"Churned"	6971	18	174	34	33	27	7	12
"6890"	"Stayed"	16807	80	501	117	115	54	0	43
"6891"	"Stayed"	297	1	5	2	1	0	0	1
"6892"	"Churned"	3	1	4	1	1	0	0	1
"6893"	"Churned"	4738	17	143	19	18	16	0	13
"6894"	"Churned"	1644	5	71	7	6	18	0	5
"6895"	"Churned"	1882	1	28	2	2	3	0	1
"6896"	"Churned"	1079	4	39	8	8	0	2	3
"6897"	"Churned"	179	1	3	1	0	0	0	1
"6898"	"Churned"	1535	2	32	6	6	0	3	2
"6899"	"Stayed"	468	5	24	6	6	0	0	5
"6900"	"Stayed"	5322	8	83	18	18	14	0	8
"6901"	"Stayed"	1979	10	78	14	13	2	1	7
"6902"	"Stayed"	8728	18	217	24	22	29	1	10
"6903"	"Churned"	2608	5	59	9	8	9	0	4
"6904"	"Churned"	8207	15	196	31	31	19	0	7
"6905"	"Churned"	22	1	4	1	1	0	0	1
"6906"	"Churned"	817	2	35	3	3	5	0	2
"6907"	"Churned"	1315	4	56	11	11	2	0	1
"6908"	"Churned"	424341	446	5148	1180	1175	961	30	45
"6909"	"Churned"	7397	12	147	19	19	11	1	8
"6910"	"Stayed"	7199	14	160	24	24	16	0	5
"6911"	"Churned"	26597	50	357	88	79	22	2	21
"6912"	"Churned"	1363	2	43	3	3	4	0	2
"6913"	"Churned"	9434	3	116	14	14	8	0	2
"6914"	"Churned"	1755	2	66	6	6	11	0	2
"6915"	"Churned"	195	1	6	2	2	0	0	1
"6916"	"Stayed"	98114	176	2240	227	225	672	18	43
"6917"	"Churned"	12523	20	220	33	33	21	0	8
"6918"	"Stayed"	105055	95	3757	140	137	1524	26	30
"6919"	"Stayed"	27312	168	851	204	204	58	50	44
"6920"	"Stayed"	196474	566	3933	638	636	1322	7	55
"6921"	"Churned"	1437	1	29	2	2	7	0	1
"6922"	"Stayed"	26212	53	366	100	97	4	0	11
"6923"	"Stayed"	138587	310	4901	548	601	2269	2	55
"6924"	"Stayed"	9508	26	269	31	31	34	2	15
"6925"	"Churned"	31295	55	438	81	80	23	5	8
"6926"	"Churned"	6821	17	184	21	21	27	4	7
"6927"	"Stayed"	152348	152	2597	322	309	1018	8	31
"6928"	"Churned"	2171	4	29	6	6	1	0	3
"6929"	"Churned"	2347	5	70	17	17	4	1	3
"6930"	"Churned"	1076	1	25	2	2	2	0	1
"6931"	"Stayed"	14249	53	360	68	68	44	1	26
"6932"	"Stayed"	10974	40	347	51	51	38	0	16
